Points:0,Points:1,Points:2,U:0,U:1,U:2
16.221,0.86059,11.913,15.411,-0.099499,3.7967
16.221,0.86059,8.0868,15.643,-0.07295,2.4249
14.784,0.86059,4.2584,15.804,-0.21136,0.96575
14.784,0.86059,15.742,15.775,-0.26639,4.4696
5.2164,0.86059,15.742,17.619,-0.16624,-0.20805
5.2164,0.86059,4.2584,16.819,-0.31379,-0.010006
3.7796,0.86059,7.6085,16.997,-0.4103,-0.016572
3.7796,0.86058,12.392,17.098,-0.31422,-0.061899
16.221,0.86057,8.5651,15.635,-0.074191,2.572
16.221,0.86057,11.435,15.46,-0.095377,3.5981
3.7795,0.86057,8.0868,16.965,-0.43313,-0.054781
16.221,0.86056,9.0434,15.621,-0.076586,2.7252
16.221,0.86056,10,15.576,-0.08362,3.0523
16.221,0.86056,10.478,15.543,-0.087621,3.2266
16.221,0.86056,9.5217,15.602,-0.079819,2.8852
16.221,0.86056,10.957,15.504,-0.091542,3.4084
15.741,0.86056,5.2162,15.677,-0.14963,1.4779
15.741,0.86056,14.784,15.321,-0.20061,4.838
4.2588,0.86056,5.2162,16.768,-0.34014,-0.072105
3.7795,0.86056,11.913,17.133,-0.31584,-0.072662
4.2589,0.86055,14.784,17.474,-0.26676,-0.18343
3.7795,0.86055,8.5651,16.979,-0.32958,-0.064353
3.7795,0.86055,11.435,17.14,-0.38547,-0.050293
3.7795,0.86054,9.0434,16.986,-0.37217,-0.0086404
3.7795,0.86054,9.5217,16.908,-0.42379,-0.036252
3.7795,0.86054,10.957,17.098,-0.38641,-0.029238
3.7795,0.86053,10,16.911,-0.40979,-0.039342
3.7795,0.86053,10.478,17.028,-0.41283,-0.028578
15.262,0.8605,4.7375,15.758,-0.19111,1.2159
15.262,0.86049,15.263,15.54,-0.2431,4.6758
4.7377,0.86049,15.263,17.561,-0.21791,-0.19374
4.7377,0.86049,4.7375,16.802,-0.36536,-0.076789
14.305,0.86048,4.2584,15.918,-0.22131,0.84149
14.305,0.86048,15.742,16.042,-0.26973,3.9781
5.6949,0.86048,4.2584,16.813,-0.29409,0.0012208
5.6949,0.86048,15.742,17.664,-0.166,-0.16855
15.741,0.86045,5.6948,15.723,-0.14419,1.5953
15.741,0.86045,14.305,15.382,-0.19276,4.5816
4.2588,0.86044,5.6948,16.857,-0.39933,-0.034572
4.2588,0.86043,14.305,17.374,-0.27132,-0.14934
13.827,0.8604,15.742,16.293,-0.26512,3.4883
13.827,0.8604,4.2583,16.022,-0.22479,0.72571
6.1734,0.8604,4.2583,16.806,-0.28218,0.012722
6.1734,0.8604,15.742,17.706,-0.16908,-0.12192
15.741,0.86036,13.827,15.441,-0.1855,4.3391
15.741,0.86036,6.1733,15.762,-0.14026,1.7136
13.348,0.86035,4.2583,16.118,-0.22486,0.61963
13.348,0.86035,15.742,16.53,-0.25589,3.014
6.6518,0.86035,15.742,17.743,-0.17419,-0.067235
6.6518,0.86035,4.2583,16.797,-0.27464,0.024839
4.2588,0.86035,6.1733,16.909,-0.39616,-0.049178
4.2587,0.86035,13.827,17.335,-0.30011,-0.1031
14.784,0.86033,4.7374,15.882,-0.21401,1.0756
14.784,0.86033,15.263,15.803,-0.25957,4.2173
5.2163,0.86033,4.7374,16.8,-0.33264,-0.069628
5.2163,0.86033,15.263,17.598,-0.21169,-0.15745
15.262,0.86032,14.784,15.588,-0.23565,4.4207
15.262,0.86032,5.2162,15.815,-0.18928,1.3243
12.87,0.86031,4.2583,16.205,-0.22375,0.52408
7.1301,0.86031,4.2583,16.783,-0.26961,0.037834
4.7377,0.86031,5.2162,16.764,-0.30479,-0.073306
4.7377,0.86031,14.784,17.497,-0.24658,-0.15153
15.741,0.8603,13.348,15.497,-0.17893,4.1095
15.741,0.8603,6.6517,15.79,-0.13886,1.8348
12.87,0.8603,15.742,16.752,-0.24469,2.5667
7.1301,0.8603,15.742,17.774,-0.18029,-0.003171
4.2587,0.86029,13.348,17.326,-0.3488,-0.044741
4.2587,0.86029,6.6517,16.892,-0.36955,-0.023163
12.392,0.86027,15.742,16.957,-0.23354,2.1553
12.392,0.86027,4.2583,16.286,-0.22295,0.43949
7.6085,0.86027,4.2583,16.765,-0.26552,0.052364
7.6085,0.86027,15.742,17.796,-0.18659,0.072478
15.741,0.86026,12.87,15.549,-0.17314,3.8918
15.741,0.86026,7.1301,15.809,-0.13809,1.958
11.913,0.86025,15.742,17.143,-0.22381,1.7853
11.913,0.86025,4.2582,16.36,-0.22335,0.36584
8.0868,0.86025,15.742,17.808,-0.19244,0.16234
8.0868,0.86025,4.2582,16.742,-0.26147,0.068899
4.2587,0.86025,7.1301,16.976,-0.39154,-0.018845
11.435,0.86024,15.742,17.31,-0.21624,1.4588
11.435,0.86024,4.2582,16.428,-0.22535,0.30268
8.5651,0.86024,4.2582,16.713,-0.25695,0.087857
8.5651,0.86024,15.742,17.804,-0.19726,0.26903
4.2587,0.86024,12.87,17.208,-0.33796,-0.034402
10.957,0.86023,4.2582,16.49,-0.22896,0.2492
10.957,0.86023,15.742,17.454,-0.21096,1.1749
9.0434,0.86023,15.742,17.781,-0.2008,0.39559
9.0434,0.86023,4.2582,16.68,-0.25171,0.10989
15.741,0.86022,7.6084,15.819,-0.13816,2.085
15.741,0.86022,12.392,15.597,-0.16804,3.6853
10.478,0.86022,15.742,17.573,-0.20756,0.93082
10.478,0.86022,4.2582,16.546,-0.2339,0.20436
10,0.86022,15.742,17.668,-0.20529,0.72246
10,0.86022,4.2582,16.596,-0.23971,0.16699
9.5217,0.86022,15.742,17.737,-0.2033,0.54546
9.5217,0.86022,4.2582,16.641,-0.24584,0.13589
14.305,0.86021,4.7374,15.994,-0.22641,0.94116
14.305,0.86021,15.263,16.049,-0.26401,3.748
5.6949,0.86021,15.263,17.631,-0.21058,-0.11635
5.6949,0.86021,4.7374,16.799,-0.31037,-0.060224
4.2587,0.86021,7.6084,17.008,-0.37255,-0.014409
4.2587,0.86021,12.392,17.109,-0.27593,-0.058248
15.741,0.8602,8.0868,15.822,-0.13848,2.2159
15.741,0.8602,11.913,15.641,-0.16363,3.4893
15.262,0.86019,5.6948,15.861,-0.18267,1.4322
15.262,0.86019,14.305,15.636,-0.22855,4.1807
4.7376,0.86019,5.6948,16.858,-0.3591,-0.029882
4.2587,0.86019,8.0868,16.977,-0.3802,-0.056918
4.2587,0.86019,11.913,17.141,-0.28214,-0.062159
15.741,0.86018,8.5651,15.819,-0.13997,2.3515
15.741,0.86018,11.435,15.682,-0.16004,3.3035
4.7376,0.86018,14.305,17.388,-0.25421,-0.12238
15.741,0.86017,10.957,15.719,-0.15684,3.1267
15.741,0.86017,9.0434,15.812,-0.14267,2.4929
15.741,0.86017,9.5217,15.799,-0.14606,2.641
15.741,0.86017,10.478,15.752,-0.15345,2.9576
4.2587,0.86017,11.435,17.145,-0.33642,-0.039248
4.2586,0.86017,8.5651,16.985,-0.28047,-0.061735
15.741,0.86016,10,15.779,-0.14978,2.796
4.2586,0.86016,9.5217,16.925,-0.37007,-0.038831
4.2586,0.86016,9.0434,16.996,-0.32646,-0.0073155
4.2586,0.86016,10.957,17.111,-0.33425,-0.021531
4.2586,0.86015,10.478,17.042,-0.35454,-0.016655
4.2586,0.86015,10,16.926,-0.34419,-0.032866
14.784,0.86014,14.784,15.835,-0.25315,3.9819
14.784,0.86014,5.2161,15.936,-0.21185,1.1728
5.2163,0.86014,14.784,17.518,-0.23338,-0.11673
5.2163,0.86014,5.2161,16.758,-0.27596,-0.069822
13.827,0.86012,4.7373,16.095,-0.23254,0.81451
13.827,0.86012,15.263,16.28,-0.26061,3.2815
6.1733,0.86012,4.7373,16.797,-0.29624,-0.048608
6.1733,0.86012,15.263,17.659,-0.21171,-0.070354
15.262,0.8601,6.1732,15.903,-0.17867,1.5408
15.262,0.8601,13.827,15.684,-0.22192,3.9542
4.7376,0.86009,6.1732,16.919,-0.35879,-0.046528
4.7376,0.86009,13.827,17.348,-0.28614,-0.08003
13.348,0.86006,4.7373,16.187,-0.23535,0.69716
13.348,0.86006,15.263,16.495,-0.25259,2.8306
6.6517,0.86006,15.263,17.681,-0.21369,-0.018839
6.6517,0.86006,4.7373,16.792,-0.28755,-0.034278
15.262,0.86003,13.348,15.729,-0.21589,3.7402
15.262,0.86003,6.6517,15.935,-0.1778,1.6522
4.7375,0.86003,6.6517,16.898,-0.32585,-0.01986
4.7375,0.86002,13.348,17.338,-0.32058,-0.025001
14.305,0.86001,5.2161,16.043,-0.22331,1.026
14.305,0.86001,14.784,16.064,-0.25883,3.5343
12.87,0.86001,15.263,16.693,-0.2425,2.4062
12.87,0.86001,4.7373,16.272,-0.2369,0.59017
7.1301,0.86001,4.7373,16.784,-0.28272,-0.01717
7.1301,0.86001,15.263,17.697,-0.21553,0.039457
5.6948,0.86001,14.784,17.535,-0.22491,-0.079784
5.6948,0.86001,5.2161,16.753,-0.25433,-0.061881
14.784,0.86,14.305,15.87,-0.24696,3.7611
14.784,0.86,5.6947,15.982,-0.20371,1.2701
5.2162,0.86,5.6947,16.859,-0.32982,-0.022248
5.2162,0.86,14.305,17.403,-0.24262,-0.093054
15.263,0.85998,12.87,15.771,-0.21067,3.5377
15.263,0.85998,7.13,15.957,-0.17741,1.7647
12.392,0.85998,15.263,16.876,-0.23228,2.0166
12.392,0.85998,4.7372,16.348,-0.2385,0.49409
7.6084,0.85998,15.263,17.703,-0.21658,0.10636
7.6084,0.85998,4.7372,16.772,-0.27962,0.0030531
4.7375,0.85998,7.13,16.98,-0.35537,-0.007618
4.7375,0.85997,12.87,17.219,-0.30391,-0.025698
11.913,0.85995,15.263,17.041,-0.22334,1.6672
11.913,0.85995,4.7372,16.418,-0.24089,0.40894
8.0868,0.85995,4.7372,16.755,-0.27684,0.026756
8.0868,0.85995,15.263,17.697,-0.21655,0.18448
15.263,0.85994,7.6084,15.97,-0.1779,1.8805
15.263,0.85994,12.392,15.81,-0.20605,3.3458
4.7375,0.85994,7.6084,17.019,-0.34534,-0.0085145
4.7375,0.85994,12.392,17.121,-0.25271,-0.053127
11.435,0.85993,4.7372,16.481,-0.24435,0.33429
11.435,0.85993,15.263,17.189,-0.21658,1.3603
8.5651,0.85993,15.263,17.678,-0.21554,0.27712
8.5651,0.85993,4.7372,16.733,-0.27362,0.054252
15.263,0.85992,8.0867,15.977,-0.1784,1.9996
15.263,0.85992,11.913,15.845,-0.20197,3.1643
13.827,0.85992,14.784,16.277,-0.25682,3.0907
13.827,0.85992,5.2161,16.139,-0.22771,0.88648
10.957,0.85992,4.7372,16.538,-0.24881,0.26935
10.957,0.85992,15.263,17.319,-0.21234,1.0954
10.478,0.85992,4.7372,16.589,-0.254,0.21312
10.478,0.85992,15.263,17.429,-0.21051,0.8698
9.5217,0.85992,4.7372,16.672,-0.26487,0.12241
9.5217,0.85992,15.263,17.591,-0.21196,0.52059
9.0434,0.85992,15.263,17.643,-0.21383,0.38783
9.0434,0.85992,4.7372,16.705,-0.26964,0.085934
6.1733,0.85992,14.784,17.549,-0.2191,-0.039985
6.1733,0.85992,5.2161,16.747,-0.23893,-0.050419
10,0.85991,15.263,17.52,-0.21061,0.67972
10,0.85991,4.7372,16.633,-0.25952,0.16449
4.7375,0.85991,8.0867,16.989,-0.34316,-0.054357
4.7375,0.85991,11.913,17.151,-0.2609,-0.04817
15.263,0.8599,8.5651,15.978,-0.18027,2.1229
15.263,0.8599,11.435,15.877,-0.19885,2.9931
14.784,0.8599,6.1732,16.027,-0.19986,1.3684
14.784,0.8599,13.827,15.905,-0.24106,3.5531
5.2162,0.8599,13.827,17.361,-0.27521,-0.054572
5.2162,0.8599,6.1732,16.93,-0.332,-0.041691
15.263,0.85989,10.957,15.908,-0.19633,2.8309
15.263,0.85989,9.0434,15.977,-0.18337,2.2515
4.7375,0.85989,8.5651,16.992,-0.25059,-0.056601
4.7375,0.85989,11.435,17.152,-0.3001,-0.026562
15.263,0.85988,10,15.955,-0.19041,2.5285
15.263,0.85988,10.478,15.934,-0.19361,2.6761
15.263,0.85988,9.5217,15.969,-0.18689,2.3868
4.7375,0.85988,10.957,17.124,-0.29745,-0.014163
4.7375,0.85988,9.0434,17.007,-0.29496,-0.0039422
14.305,0.85987,14.305,16.085,-0.25374,3.3347
14.305,0.85987,5.6947,16.09,-0.2133,1.1122
5.6948,0.85987,14.305,17.416,-0.23519,-0.061549
5.6948,0.85987,5.6947,16.861,-0.30807,-0.011389
4.7375,0.85987,9.5217,16.943,-0.33345,-0.038153
4.7375,0.85987,10.478,17.056,-0.30998,-0.005509
4.7375,0.85987,10,16.94,-0.29667,-0.026201
13.348,0.85985,5.216,16.225,-0.22786,0.75622
13.348,0.85985,14.784,16.473,-0.25023,2.6628
6.6517,0.85985,14.784,17.558,-0.21514,0.0039095
6.6517,0.85985,5.216,16.74,-0.22846,-0.035901
14.784,0.85983,13.348,15.94,-0.23565,3.3568
14.784,0.85983,6.6516,16.061,-0.19973,1.4694
5.2162,0.85983,13.348,17.351,-0.2976,-0.0059381
5.2162,0.85983,6.6516,16.905,-0.29211,-0.015857
12.87,0.8598,14.784,16.652,-0.24143,2.2607
12.87,0.8598,5.216,16.302,-0.22575,0.63677
7.1301,0.8598,5.216,16.732,-0.2219,-0.018731
7.1301,0.8598,14.784,17.561,-0.21236,0.053817
14.784,0.85978,12.87,15.973,-0.23112,3.1714
14.784,0.85978,7.13,16.086,-0.19988,1.5704
13.827,0.85977,5.6946,16.187,-0.21563,0.96182
13.827,0.85977,14.305,16.283,-0.25302,2.9133
6.1732,0.85977,5.6946,16.861,-0.29003,0.0025888
6.1732,0.85977,14.305,17.427,-0.23015,-0.026708
5.2162,0.85977,7.13,16.983,-0.32447,0.0037403
5.2162,0.85977,12.87,17.232,-0.27603,-0.015894
14.305,0.85976,6.1732,16.139,-0.20996,1.2
14.305,0.85976,13.827,16.109,-0.2487,3.1469
12.392,0.85976,14.784,16.814,-0.23216,1.8922
12.392,0.85976,5.216,16.371,-0.22268,0.52912
7.6084,0.85976,5.216,16.721,-0.21789,0.0011053
7.6084,0.85976,14.784,17.556,-0.21029,0.11202
5.6947,0.85976,13.827,17.372,-0.26829,-0.027449
5.6947,0.85976,6.1732,16.939,-0.31209,-0.033735
14.784,0.85974,12.392,16.002,-0.22714,2.9961
14.784,0.85974,7.6084,16.102,-0.20092,1.6746
11.913,0.85973,14.784,16.96,-0.22366,1.5621
11.913,0.85973,5.216,16.433,-0.21951,0.43364
8.0867,0.85973,14.784,17.543,-0.20863,0.18117
8.0867,0.85973,5.216,16.707,-0.21539,0.024119
5.2161,0.85973,7.6084,17.027,-0.32381,0.00024826
5.2161,0.85973,12.392,17.134,-0.23319,-0.042473
14.784,0.85971,8.0867,16.111,-0.2017,1.7813
14.784,0.85971,11.913,16.028,-0.22333,2.8303
11.435,0.85971,14.784,17.088,-0.21667,1.2726
11.435,0.85971,5.216,16.487,-0.21674,0.35019
8.5651,0.85971,5.216,16.689,-0.21382,0.050984
8.5651,0.85971,14.784,17.519,-0.20729,0.26438
10.957,0.8597,14.784,17.2,-0.21151,1.0233
10.957,0.8597,5.216,16.534,-0.2146,0.27813
9.0434,0.8597,14.784,17.484,-0.20632,0.36507
9.0434,0.8597,5.216,16.667,-0.21286,0.082564
5.2161,0.8597,8.0867,17,-0.31772,-0.04683
5.2161,0.8597,11.913,17.162,-0.24628,-0.030155
14.784,0.85969,11.435,16.052,-0.22053,2.6748
14.784,0.85969,8.5651,16.117,-0.20406,1.8916
13.348,0.85969,5.6946,16.274,-0.21369,0.82141
13.348,0.85969,14.305,16.465,-0.24788,2.508
10.478,0.85969,14.784,17.294,-0.20817,0.81185
10.478,0.85969,5.216,16.576,-0.21318,0.21651
10,0.85969,5.216,16.611,-0.21248,0.16418
10,0.85969,14.784,17.373,-0.20643,0.63452
9.5217,0.85969,14.784,17.435,-0.20593,0.48706
9.5217,0.85969,5.216,16.642,-0.21241,0.11992
6.6516,0.85969,5.6946,16.856,-0.27378,0.01918
6.6516,0.85969,14.305,17.434,-0.22662,0.01283
14.305,0.85968,13.348,16.134,-0.24394,2.9699
14.305,0.85968,6.6516,16.174,-0.21071,1.2904
5.6947,0.85968,6.6516,16.912,-0.2678,-0.010293
5.6947,0.85968,13.348,17.361,-0.28092,0.013199
5.2161,0.85968,8.5651,16.999,-0.23314,-0.048223
5.2161,0.85968,11.435,17.16,-0.27343,-0.0119
14.784,0.85967,9.0434,16.121,-0.20758,2.007
14.784,0.85967,10.957,16.075,-0.21867,2.5285
5.2161,0.85967,10.957,17.136,-0.26834,-0.0054504
5.2161,0.85967,9.0434,17.017,-0.27341,0.0022043
14.784,0.85966,10.478,16.095,-0.21673,2.3891
14.784,0.85966,9.5217,16.12,-0.21113,2.1289
14.784,0.85966,10,16.111,-0.21422,2.2564
13.827,0.85966,6.1731,16.239,-0.21322,1.0392
13.827,0.85966,13.827,16.296,-0.24894,2.7466
6.1732,0.85966,6.1731,16.945,-0.29416,-0.021314
5.2161,0.85966,10.478,17.069,-0.27519,0.0052178
5.2161,0.85966,9.5217,16.959,-0.30953,-0.033832
5.2161,0.85966,10,16.953,-0.26455,-0.019069
6.1732,0.85965,13.827,17.38,-0.26339,0.0025139
12.87,0.85964,14.305,16.63,-0.24065,2.128
12.87,0.85964,5.6946,16.354,-0.20969,0.6931
7.13,0.85964,5.6946,16.848,-0.25967,0.037328
7.13,0.85964,14.305,17.436,-0.224,0.058718
14.305,0.85962,12.87,16.157,-0.24025,2.8031
14.305,0.85962,7.13,16.201,-0.21159,1.3796
5.6947,0.85962,7.13,16.987,-0.30041,0.014024
5.6947,0.85962,12.87,17.244,-0.25212,-0.0018856
12.392,0.8596,14.305,16.778,-0.23305,1.7804
12.392,0.8596,5.6946,16.426,-0.20522,0.57831
7.6084,0.8596,5.6946,16.835,-0.24743,0.056806
7.6084,0.8596,14.305,17.433,-0.22188,0.11288
14.305,0.85958,7.6084,16.218,-0.21331,1.4721
14.305,0.85958,12.392,16.177,-0.23717,2.6454
13.348,0.85958,13.827,16.466,-0.24481,2.3626
13.348,0.85958,6.1731,16.332,-0.21271,0.88895
6.6516,0.85958,13.827,17.384,-0.25909,0.036806
6.6516,0.85958,6.1731,16.945,-0.27673,-0.0036427
5.6947,0.85958,12.392,17.147,-0.21488,-0.024147
5.6947,0.85958,7.6084,17.032,-0.30413,0.011092
13.827,0.85957,13.348,16.31,-0.24476,2.5898
13.827,0.85957,6.6516,16.276,-0.21494,1.1191
11.913,0.85957,14.305,16.91,-0.22625,1.4698
11.913,0.85957,5.6946,16.492,-0.20143,0.4777
8.0867,0.85957,5.6946,16.817,-0.23623,0.078354
8.0867,0.85957,14.305,17.422,-0.22,0.17755
6.1732,0.85957,13.348,17.368,-0.26861,0.034392
6.1732,0.85957,6.6516,16.918,-0.2506,-0.0014455
14.305,0.85955,8.0867,16.23,-0.21444,1.5662
14.305,0.85955,11.913,16.194,-0.23365,2.4961
5.6947,0.85955,11.913,17.174,-0.23513,-0.0073022
5.6947,0.85955,8.0867,17.008,-0.29626,-0.03296
11.435,0.85954,14.305,17.025,-0.22095,1.1978
11.435,0.85954,5.6946,16.552,-0.19906,0.39124
8.5651,0.85954,5.6946,16.794,-0.22597,0.10288
8.5651,0.85954,14.305,17.402,-0.21827,0.25536
14.305,0.85953,8.565,16.241,-0.21736,1.6633
14.305,0.85953,11.435,16.208,-0.23094,2.357
10.957,0.85953,5.6946,16.606,-0.19855,0.3182
10.957,0.85953,14.305,17.125,-0.21739,0.96414
9.0434,0.85953,14.305,17.373,-0.21673,0.34939
9.0434,0.85953,5.6946,16.767,-0.21695,0.13154
5.6947,0.85953,11.435,17.168,-0.25178,0.0067762
5.6947,0.85953,8.565,17.004,-0.22127,-0.034842
12.87,0.85952,13.827,16.62,-0.23865,2.0034
12.87,0.85952,6.1731,16.417,-0.21058,0.75162
10.478,0.85952,14.305,17.208,-0.21551,0.76631
10.478,0.85952,5.6945,16.654,-0.20011,0.25735
10,0.85952,5.6945,16.697,-0.20378,0.20711
10,0.85952,14.305,17.277,-0.21502,0.60072
9.5217,0.85952,5.6945,16.734,-0.20946,0.16575
9.5217,0.85952,14.305,17.331,-0.21555,0.46317
7.13,0.85952,13.827,17.383,-0.25471,0.077052
7.13,0.85952,6.1731,16.939,-0.262,0.018083
14.305,0.85951,10.957,16.224,-0.22964,2.2271
14.305,0.85951,9.0434,16.25,-0.22125,1.7654
13.827,0.85951,7.13,16.304,-0.21678,1.1965
13.827,0.85951,12.87,16.324,-0.24199,2.4424
6.1732,0.85951,7.13,16.989,-0.28333,0.023779
6.1732,0.85951,12.87,17.254,-0.23331,0.017102
5.6947,0.85951,10.957,17.146,-0.24164,0.0077339
5.6946,0.85951,9.0434,17.027,-0.25564,0.012487
14.305,0.8595,9.5217,16.254,-0.22462,1.8738
14.305,0.8595,10.478,16.239,-0.22856,2.1036
14.305,0.8595,10,16.249,-0.22696,1.9867
5.6946,0.8595,10,16.965,-0.23941,-0.0084256
5.6946,0.8595,10.478,17.081,-0.24564,0.017822
5.6946,0.8595,9.5217,16.974,-0.28789,-0.023024
13.348,0.85949,6.6516,16.368,-0.21535,0.95891
13.348,0.85949,13.348,16.471,-0.24102,2.2259
6.6516,0.85949,13.348,17.37,-0.259,0.059849
6.6516,0.85949,6.6516,16.919,-0.2383,0.012566
13.827,0.85947,12.392,16.337,-0.24021,2.303
13.827,0.85947,7.6083,16.322,-0.21925,1.2775
12.392,0.85947,6.1731,16.495,-0.20835,0.6287
12.392,0.85947,13.827,16.758,-0.23221,1.6754
7.6084,0.85947,6.1731,16.928,-0.25048,0.042676
7.6084,0.85947,13.827,17.378,-0.24993,0.12514
6.1731,0.85946,7.6083,17.033,-0.28585,0.023826
6.1731,0.85946,12.392,17.159,-0.20187,2.2916E-05
11.913,0.85944,6.1731,16.567,-0.20692,0.52081
11.913,0.85944,13.827,16.88,-0.22677,1.3829
8.0867,0.85944,13.827,17.365,-0.24473,0.18319
8.0867,0.85944,6.1731,16.912,-0.24094,0.070323
13.827,0.85943,11.913,16.345,-0.2371,2.1703
13.827,0.85943,8.0867,16.336,-0.22079,1.3593
13.348,0.85943,12.87,16.476,-0.23909,2.0979
13.348,0.85943,7.13,16.398,-0.21844,1.0248
12.87,0.85943,6.6515,16.452,-0.21398,0.81223
12.87,0.85943,13.348,16.616,-0.23491,1.8861
7.13,0.85943,13.348,17.367,-0.25097,0.091577
7.13,0.85943,6.6515,16.917,-0.23051,0.0317
6.6516,0.85943,7.13,16.989,-0.27168,0.034906
6.1731,0.85943,8.0867,17.012,-0.27812,-0.013044
6.1731,0.85943,11.913,17.185,-0.22874,0.018987
11.435,0.85942,13.827,16.987,-0.22312,1.1276
11.435,0.85942,6.1731,16.633,-0.2068,0.42774
8.565,0.85942,13.827,17.344,-0.23929,0.25363
8.565,0.85942,6.1731,16.89,-0.23279,0.10149
6.6516,0.85942,12.87,17.261,-0.21947,0.041696
13.827,0.85941,8.565,16.351,-0.22427,1.4433
13.827,0.85941,11.435,16.35,-0.23421,2.0476
6.1731,0.85941,8.565,17.008,-0.21449,-0.016674
6.1731,0.85941,11.435,17.174,-0.23619,0.029436
10.957,0.8594,13.827,17.079,-0.22164,0.90883
10.957,0.8594,6.1731,16.692,-0.20812,0.34852
10.478,0.8594,13.827,17.157,-0.22233,0.72438
10.478,0.8594,6.1731,16.744,-0.21082,0.28168
9.5217,0.8594,6.1731,16.83,-0.21977,0.17771
9.5217,0.8594,13.827,17.274,-0.22894,0.44376
9.0434,0.8594,6.1731,16.863,-0.22578,0.13692
9.0434,0.8594,13.827,17.315,-0.23389,0.33935
13.827,0.85939,10.957,16.358,-0.23321,1.9343
13.827,0.85939,9.0434,16.366,-0.22838,1.5325
10,0.85939,6.1731,16.79,-0.21476,0.22537
10,0.85939,13.827,17.222,-0.22492,0.57071
6.1731,0.85939,9.0434,17.035,-0.242,0.02671
6.1731,0.85939,10.957,17.153,-0.22103,0.02548
13.827,0.85938,9.5217,16.374,-0.23131,1.6275
13.827,0.85938,10.478,16.368,-0.23296,1.8267
13.827,0.85938,10,16.373,-0.23247,1.7256
13.348,0.85938,7.6083,16.415,-0.2217,1.0949
13.348,0.85938,12.392,16.482,-0.2391,1.9771
12.392,0.85938,6.6515,16.529,-0.21218,0.68076
12.392,0.85938,13.348,16.745,-0.22808,1.5763
7.6084,0.85938,13.348,17.358,-0.2437,0.13153
7.6084,0.85938,6.6515,16.909,-0.22582,0.055189
6.6516,0.85938,7.6083,17.03,-0.27099,0.03854
6.6516,0.85938,12.392,17.168,-0.19442,0.029128
6.1731,0.85938,9.5217,16.987,-0.26739,-0.0045878
6.1731,0.85938,10,16.976,-0.21787,0.008212
6.1731,0.85938,10.478,17.091,-0.22186,0.03341
12.87,0.85936,7.1299,16.483,-0.21869,0.86707
12.87,0.85936,12.87,16.613,-0.23349,1.777
7.13,0.85936,12.87,17.263,-0.20945,0.073091
7.13,0.85936,7.1299,16.984,-0.26457,0.048878
11.913,0.85935,13.348,16.86,-0.22181,1.3003
11.913,0.85935,6.6515,16.597,-0.21077,0.56519
8.0867,0.85935,6.6515,16.898,-0.22254,0.082924
8.0867,0.85935,13.348,17.342,-0.23681,0.18174
13.348,0.85934,11.913,16.483,-0.23672,1.8608
13.348,0.85934,8.0867,16.431,-0.22368,1.1648
6.6516,0.85934,11.913,17.193,-0.2267,0.047977
6.6516,0.85934,8.0867,17.012,-0.26592,0.010721
13.348,0.85932,8.565,16.449,-0.22759,1.2364
13.348,0.85932,11.435,16.478,-0.23332,1.754
11.435,0.85932,6.6515,16.658,-0.21014,0.4653
11.435,0.85932,13.348,16.961,-0.217,1.0595
8.565,0.85932,13.348,17.317,-0.23024,0.24445
8.565,0.85932,6.6515,16.882,-0.21985,0.11517
6.6516,0.85932,8.565,17.01,-0.21217,0.0058213
6.6516,0.85932,11.435,17.176,-0.22751,0.055196
12.87,0.85931,12.392,16.612,-0.23574,1.6745
12.87,0.85931,7.6083,16.5,-0.22265,0.92714
12.392,0.85931,7.1299,16.56,-0.21896,0.72529
12.392,0.85931,12.87,16.734,-0.22652,1.4848
10.957,0.85931,13.348,17.048,-0.21424,0.85352
10.957,0.85931,6.6515,16.712,-0.21041,0.38012
9.0434,0.85931,13.348,17.284,-0.22422,0.32233
9.0434,0.85931,6.6515,16.86,-0.21742,0.15257
7.6083,0.85931,12.87,17.259,-0.20236,0.1126
7.6083,0.85931,7.1299,16.974,-0.2601,0.066964
7.13,0.85931,7.6083,17.021,-0.26052,0.055839
7.13,0.85931,12.392,17.174,-0.19078,0.064022
13.348,0.8593,10.957,16.479,-0.23224,1.6567
13.348,0.8593,9.0434,16.47,-0.23169,1.3132
10.478,0.8593,13.348,17.124,-0.21376,0.68026
10.478,0.8593,6.6515,16.759,-0.21146,0.30812
10,0.8593,6.6515,16.799,-0.21311,0.24744
10,0.8593,13.349,17.188,-0.2155,0.53651
9.5217,0.8593,13.348,17.241,-0.21914,0.41848
9.5217,0.8593,6.6515,16.833,-0.21515,0.19618
6.6515,0.8593,10.957,17.156,-0.20861,0.047053
6.6515,0.8593,9.0434,17.041,-0.23358,0.045147
13.348,0.85929,10.478,16.483,-0.23268,1.5644
13.348,0.85929,9.5217,16.482,-0.23388,1.3954
13.348,0.85929,10,16.483,-0.2334,1.479
6.6515,0.85929,10.478,17.098,-0.2061,0.052066
6.6515,0.85929,10,16.984,-0.20335,0.030029
6.6515,0.85929,9.5217,16.997,-0.25327,0.019538
11.913,0.85928,7.1299,16.63,-0.22012,0.60029
11.913,0.85928,12.87,16.84,-0.21913,1.2245
8.0867,0.85928,7.1299,16.959,-0.25622,0.090365
8.0867,0.85928,12.87,17.249,-0.19761,0.16179
12.87,0.85927,11.913,16.607,-0.23466,1.574
